Unnamed: 0	Dataset_Ids	TF_name	Peak_start	Peak_end	Peak_center	Peak_number	Max_Fold_Enrichment	Max_Norm_Fold_Enrichment	Proximal_genes	Center_position_type
5437	yafN inducible 1,yafN inducible 2,yafN native 1	yafN	2567685.0	2568404.0	2568034.0	5	117.9	0.665697	eutA-eutH,yffS	genic
5438	yafN inducible 1,yafN inducible 2,yafN native 1	yafN	1433163.0	1434684.0	1433753.0	6	101.19	0.322035	pinR,ynaE	intergenic
5439	yafN inducible 1,yafN inducible 2,yafN native 1	yafN	1632759.0	1634136.0	1633546.0	7	100.06	0.32418	pinQ,ydfK-ynfT	intergenic
5440	yafN inducible 1,yafN inducible 2	yafN	2156716.0	2157145.0	2156968.0	8	82.53	0.683878	baeS-baeR,mdtA	genic
5441	yafN inducible 1,yafN inducible 2	yafN	1213954.0	1214391.0	1214094.0	9	59.41	0.27232	ycgE,ycgX	intergenic
5442	yafN inducible 1,yafN inducible 2,yafN native 1	yafN	4046302.0	4046683.0	4046492.0	10	54.41	0.265314	yihF,yihG	genic
5443	yafN inducible 1,yafN inducible 2	yafN	2913860.0	2914178.0	2914020.0	11	54.09	0.392141	mazF-mazE-relA	genic
5444	yafN inducible 1,yafN inducible 2	yafN	2576527.0	2576839.0	2576681.0	12	48.66	0.339927	eutM-eutD-eutT-eutQ-eutP-eutS,maeB	genic
5445	yafN inducible 1,yafN inducible 2	yafN	1302564.0	1303161.0	1302936.0	13	48.29	0.337672	oppB-oppC-oppD-oppF,yciU-clsA	genic
5446	yafN inducible 1,yafN inducible 2,yafN native 1	yafN	951068.0	951404.0	951247.0	14	47.95	0.274501	pflA,pflB	intergenic
5447	yafN inducible 1,yafN inducible 2,yafN native 1	yafN	1030326.0	1031238.0	1030762.0	15	46.35	0.225002	tusE,yccA	intergenic
5448	yafN inducible 1,yafN inducible 2,yafN native 1	yafN	1989271.0	1989854.0	1989573.0	16	45.9	0.242843	tyrP	intergenic
5449	yafN inducible 1,yafN inducible 2	yafN	1799488.0	1799822.0	1799672.0	17	44.93	0.321916	ihfA-pheT-pheS-pheM,pheM-rplT	genic
5450	yafN inducible 1,yafN inducible 2,yafN native 1	yafN	2700210.0	2700530.0	2700414.0	18	44.9	0.217196	ohsC,shoB	intergenic
5451	yafN inducible 1,yafN inducible 2	yafN	3853013.0	3853405.0	3853227.0	19	44.51	0.370349	ilvN-ilvB-ivbL,istR	genic
5452	yafN inducible 1,yafN inducible 2	yafN	3648421.0	3648716.0	3648563.0	20	44.33	0.29673	arsR-arsB-arsC,yhiS	genic
5453	yafN inducible 1,yafN inducible 2	yafN	1922904.0	1923205.0	1923051.0	21	44.27	0.230092	ryeA,yebW	intergenic
5454	yafN inducible 1,yafN inducible 2	yafN	175637.0	175969.0	175808.0	22	43.82	0.239498	clcA,yadW	genic
5455	yafN inducible 1,yafN inducible 2	yafN	4575845.0	4576163.0	4576010.0	23	43.82	0.296075	mcrC-mcrB,yjiV	genic
5456	yafN inducible 1,yafN inducible 2,yafN native 1	yafN	4256015.0	4256530.0	4256282.0	24	42.56	0.263084	dgkA-lexA,ubiC-ubiA	genic
5457	yafN inducible 1,yafN inducible 2,yafN native 1	yafN	230616.0	231372.0	230971.0	25	40.91	0.159982	yafC,yafD-yafE	intergenic
5458	yafN inducible 1,yafN inducible 2,yafN native 1	yafN	2748441.0	2749166.0	2748819.0	26	40.0	0.231983	nadK,yfjD	genic
5459	yafN inducible 1,yafN inducible 2	yafN	2264677.0	2264968.0	2264812.0	27	39.36	0.322377	setB,yeiP	genic
5460	yafN inducible 1,yafN inducible 2	yafN	4617097.0	4617380.0	4617248.0	28	39.08	0.152834	deoC-deoA-deoB-deoD,yjjW-yjjI	intergenic
5461	yafN inducible 1,yafN inducible 2	yafN	2815438.0	2816138.0	2815976.0	29	38.22	0.34429	gshA,luxS	genic
5462	yafN inducible 1,yafN inducible 2	yafN	2441510.0	2441772.0	2441635.0	30	35.89	0.249824	yfcJ,yfcJ-fabB	intergenic
5463	yafN inducible 1,yafN inducible 2	yafN	1235418.0	1235695.0	1235579.0	31	35.73	0.263617	fadR,ycgB	genic
5464	yafN inducible 1,yafN inducible 2	yafN	2736998.0	2737766.0	2737355.0	32	35.55	0.157904	pheL-pheA,raiA-pheL	genic
5465	yafN inducible 1,yafN inducible 2	yafN	2766522.0	2766843.0	2766682.0	33	35.51	0.254212	rnlA,rnlB	genic
5466	yafN inducible 1,yafN inducible 2	yafN	1955976.0	1956263.0	1956130.0	34	35.41	0.244976	cmoA-cmoB,torZ-torY	genic
5467	yafN inducible 1,yafN inducible 2	yafN	700182.0	700503.0	700358.0	35	35.18	0.259569	umpH,umpH-nagC	intergenic
5468	yafN inducible 1,yafN inducible 2,yafN native 1	yafN	3042870.0	3043604.0	3043154.0	36	34.09	0.208058	ygfZ,yqfA	genic
5469	yafN inducible 1,yafN inducible 2	yafN	3751219.0	3751490.0	3751368.0	37	33.14	0.265047	yiaK-yiaL-yiaM-yiaN-yiaO-lyxK-sgbH-sgbU-sgbE,yiaT	genic
5470	yafN inducible 1,yafN inducible 2	yafN	3069028.0	3069471.0	3069331.0	38	32.31	0.200034	ygfI-yggE-argO,yggE-argO-mscS	genic
5471	yafN inducible 1,yafN inducible 2	yafN	7919.0	8204.0	8074.0	39	31.84	0.2099	talB-mog,yaaJ	intergenic
5472	yafN inducible 1,yafN inducible 2	yafN	3820747.0	3820997.0	3820864.0	40	31.74	0.186435	ligB,yicG	genic
5473	yafN inducible 1,yafN inducible 2	yafN	3833971.0	3834247.0	3834108.0	41	31.33	0.232735	selC,yicH	genic
5474	yafN inducible 1,yafN inducible 2	yafN	3539922.0	3540218.0	3540064.0	42	30.85	0.189513	feoA-feoB-feoC,yhgA	intergenic
5475	yafN inducible 1,yafN inducible 2	yafN	2072151.0	2072675.0	2072295.0	43	30.44	0.21819	flu,yeeR-yeeS-yeeT-cbeA-cbtA-yeeW	genic
5476	yafN inducible 1,yafN inducible 2	yafN	4275975.0	4276215.0	4276091.0	44	30.1	0.168521	soxS,yjcC	genic
5477	yafN inducible 1,yafN inducible 2	yafN	1090615.0	1090881.0	1090755.0	45	29.87	0.224881	pgaD-pgaC-pgaB-pgaA,phoH	genic
5478	yafN inducible 1,yafN inducible 2	yafN	2718502.0	2718786.0	2718632.0	46	29.69	0.139457	yfiF	intergenic
5479	yafN inducible 1,yafN inducible 2	yafN	3961069.0	3961311.0	3961181.0	47	29.57	0.217439	gpp,rep	genic
5480	yafN inducible 1,yafN inducible 2	yafN	1292724.0	1292959.0	1292853.0	48	29.5	0.194192	galU,hns	genic
5481	yafN inducible 1,yafN inducible 2	yafN	3486283.0	3486553.0	3486408.0	49	28.97	0.206046	crp,yhfK	genic
5482	yafN inducible 1,yafN inducible 2	yafN	451014.0	451260.0	451129.0	50	28.82	0.199598	cyoC-cyoB,cyoD-cyoC-cyoB	genic
5483	yafN inducible 1,yafN inducible 2,yafN native 1	yafN	225325.0	225733.0	225612.0	51	28.62	0.132766	ileV-alaV	intergenic
5484	yafN inducible 1,yafN inducible 2,yafN native 1	yafN	150639.0	151258.0	150929.0	52	28.58	0.11179	panC-panB,yadC	genic
5485	yafN inducible 1,yafN inducible 2	yafN	4181888.0	4182187.0	4182040.0	53	28.09	0.200713	rpoB,yjaZ	genic
5486	yafN inducible 1,yafN inducible 2	yafN	4493564.0	4493815.0	4493685.0	54	27.26	0.262914	idnR,idnR-idnT-idnO-idnD	genic
5487	yafN inducible 1,yafN inducible 2	yafN	1086628.0	1086845.0	1086727.0	55	27.23	0.136063	pgaD-pgaC-pgaB-pgaA,phoH	genic
5488	yafN inducible 1,yafN inducible 2	yafN	4633570.0	4633899.0	4633706.0	56	26.79	0.238843	yjjX,ytjC	genic
5489	yafN inducible 1,yafN inducible 2	yafN	246393.0	246635.0	246515.0	57	26.69	0.185805	yafK,yafK-yafQ-dinJ	intergenic
5490	yafN inducible 1,yafN inducible 2	yafN	2302372.0	2302619.0	2302482.0	58	26.62	0.20241	ccmH-dsbE-ccmF-ccmE-ccmD-ccmC-ccmB-ccmA,ccmH-dsbE-ccmF-ccmE-ccmD-ccmC-ccmB-ccmA-napC-napB-napH-napG-napA-napD-napF	genic
5491	yafN inducible 1,yafN inducible 2	yafN	1288384.0	1288642.0	1288517.0	59	26.21	0.174363	purU,tpr-tyrV-tyrT	genic
5492	yafN inducible 1,yafN inducible 2	yafN	2272908.0	2273216.0	2273027.0	60	26.2	0.179623	yejA-yejB-yejE-yejF,yejG5p	genic
5493	yafN inducible 1,yafN inducible 2	yafN	2767584.0	2767914.0	2767764.0	61	25.11	0.181926	yfjP-yfjQ,yfjR-ypjK-yfjS-yfjT	genic
5494	yafN inducible 1,yafN inducible 2	yafN	771116.0	771458.0	771355.0	62	24.9	0.101665	cydA-cydB-ybgE-cydX	intergenic
5495	yafN inducible 1,yafN inducible 2,yafN native 1	yafN	1027802.0	1028067.0	1027907.0	63	24.89	0.151989	yccT,yccU	intergenic
5496	yafN inducible 1,yafN inducible 2	yafN	1921847.0	1922199.0	1921984.0	64	24.73	0.185926	yebV,yebW	genic
5497	yafN inducible 1,yafN inducible 2	yafN	1201426.0	1201678.0	1201544.0	65	23.96	0.100187	ymfI,ymfJ	genic
5498	yafN inducible 1,yafN inducible 2	yafN	2052158.0	2052422.0	2052318.0	66	23.93	0.129906	yeeJ,yeeL	genic
5499	yafN inducible 1,yafN inducible 2	yafN	3544299.0	3544561.0	3544419.0	67	23.69	0.228492	gntX-nfuA,yhgA	genic
5500	yafN inducible 1,yafN inducible 2	yafN	120164.0	120619.0	120280.0	68	23.37	0.188204	ampD-ampE,aroP	genic
5501	yafN inducible 1,yafN inducible 2	yafN	2758544.0	2758769.0	2758657.0	69	23.35	0.147747	alpA,yfjI	genic
5502	yafN inducible 1,yafN inducible 2	yafN	4011575.0	4011822.0	4011698.0	70	23.21	0.220929	metR,yigM	genic
5503	yafN inducible 1,yafN inducible 2	yafN	4596228.0	4596470.0	4596339.0	71	23.07	0.19504	lgoD,opgB	genic
5504	yafN inducible 1,yafN inducible 2	yafN	3576939.0	3577349.0	3577059.0	72	22.65	0.153904	gntU,yhgN	genic
5505	yafN inducible 1,yafN inducible 2	yafN	2643434.0	2643696.0	2643565.0	73	22.61	0.206821	hisS-ispG-yfgA,rlmN	genic
5506	yafN inducible 1,yafN inducible 2,yafN native 1	yafN	2003457.0	2003888.0	2003784.0	74	22.6	0.109204	fliC,fliD-fliS-fliT	intergenic
5507	yafN inducible 1,yafN inducible 2	yafN	802320.0	802572.0	802455.0	75	22.48	0.177078	ybhI,ybhJ	genic
5508	yafN inducible 1,yafN inducible 2	yafN	4491890.0	4492129.0	4492008.0	76	22.45	0.176617	idnR,idnR-idnT-idnO-idnD	genic
5509	yafN inducible 1,yafN inducible 2	yafN	269284.0	269506.0	269390.0	77	22.44	0.156498	perR,ykfA	genic
5510	yafN inducible 1,yafN inducible 2	yafN	1754935.0	1755177.0	1755085.0	78	22.32	0.142487	ydhT-ydhU-ydhX-ydhW-ydhV-ydhY,ydhZ	genic
5511	yafN inducible 1,yafN inducible 2	yafN	1631993.0	1632243.0	1632141.0	79	22.26	0.155116	ydfI,ydfJ	genic
5512	yafN inducible 1,yafN inducible 2	yafN	3046566.0	3047150.0	3046710.0	80	22.25	0.214603	gcvP,ygfF	genic
5513	yafN inducible 1,yafN inducible 2	yafN	4435923.0	4436194.0	4436074.0	81	22.18	0.17972	cysQ,ytfH	genic
5514	yafN inducible 1,yafN inducible 2	yafN	4239020.0	4239252.0	4239136.0	82	21.63	0.157346	yjbF-yjbG-yjbH,yjbT	genic
5515	yafN inducible 1,yafN inducible 2	yafN	931118.0	931387.0	931237.0	83	21.56	0.177563	cydC-cydD,trxB	genic
5516	yafN inducible 1,yafN inducible 2	yafN	2742352.0	2742624.0	2742491.0	84	21.42	0.164449	rpsP5p,yfiR-yfiN	genic
5517	yafN inducible 1,yafN inducible 2	yafN	2741757.0	2742148.0	2742028.0	85	21.17	0.176036	rpsP5p,yfiR-yfiN	genic
5518	yafN inducible 2,yafN native 1	yafN	1638384.0	1638909.0	1638648.0	86	20.86	0.081593	cspI,ynfQ	genic
5519	yafN inducible 1,yafN inducible 2	yafN	4628091.0	4628374.0	4628236.0	87	20.77	0.185247	ettA,radA-nadR	genic
5520	yafN inducible 1,yafN inducible 2	yafN	4125900.0	4126201.0	4126026.0	88	20.06	0.186896	ftsN-cytR,priA	genic
5521	yafN inducible 1,yafN inducible 2,yafN native 1	yafN	3251810.0	3252490.0	3252148.0	89	19.8	0.11427	yhaH,yqjG	intergenic
5522	yafN inducible 1,yafN inducible 2	yafN	3418683.0	3418934.0	3418817.0	90	19.77	0.102999	yhdV,yhdW-yhdX-yhdY-yhdZ	intergenic
5523	yafN inducible 1,yafN inducible 2	yafN	2753845.0	2754111.0	2753993.0	91	19.72	0.120403	bamE,ratB	intergenic
5524	yafN inducible 1,yafN inducible 2	yafN	3545477.0	3545709.0	3545601.0	92	19.56	0.138414	nfuA	intergenic
5525	yafN inducible 1,yafN inducible 2	yafN	4062327.0	4062548.0	4062446.0	93	19.54	0.112961	ompL,yihN	genic
5526	yafN inducible 1,yafN inducible 2	yafN	1260711.0	1260884.0	1260813.0	94	19.51	0.114828	dauA	intergenic
5527	yafN inducible 1,yafN inducible 2	yafN	1961717.0	1961975.0	1961854.0	95	19.49	0.126197	argS-yecT,yecV	genic
5528	yafN inducible 1,yafN inducible 2	yafN	859880.0	860103.0	859982.0	96	19.42	0.132184	ybiU,ybiV	genic
5529	yafN inducible 1,yafN inducible 2	yafN	1376418.0	1376673.0	1376548.0	97	19.29	0.163624	ompG,ycjM-ycjN-ycjO-ycjP-ycjQ-ycjR-ycjS-ycjT-ycjU-ycjV-ompG-ymjB	genic
5530	yafN inducible 1,yafN inducible 2	yafN	606106.0	606344.0	606208.0	98	19.28	0.102514	nfsB-ybdF,ybdJ	genic
5531	yafN inducible 1,yafN inducible 2	yafN	2968976.0	2969325.0	2969081.0	99	19.07	0.10169	lgt-ptsP-rppH,ygdT	intergenic
5532	yafN inducible 1,yafN inducible 2	yafN	1968028.0	1968247.0	1968133.0	100	18.91	0.161346	cheZ-cheY-cheB-cheR-tap-tar,flhE-flhA-flhB	genic
5533	yafN inducible 1,yafN inducible 2,yafN native 1	yafN	564142.0	564624.0	564495.0	101	18.73	0.084139	fimZ,sfmH-sfmF	genic
5534	yafN inducible 1,yafN inducible 2	yafN	3356769.0	3356974.0	3356875.0	102	18.53	0.120112	gltB-gltD-gltF,gltF	genic
5535	yafN inducible 1,yafN inducible 2	yafN	3793235.0	3793447.0	3793336.0	103	18.41	0.084139	tdh-kbl,yibB	genic
5536	yafN inducible 1,yafN inducible 2	yafN	3220244.0	3220492.0	3220366.0	104	18.2	0.149492	patA,ygjH	genic
5537	yafN inducible 1,yafN inducible 2	yafN	1139940.0	1140307.0	1140037.0	105	18.18	0.159794	flgK-flgL,rne	genic
5538	yafN inducible 1,yafN inducible 2	yafN	3347655.0	3347918.0	3347753.0	106	18.15	0.13553	yrbL,yrbL3p	genic
5539	yafN inducible 1,yafN inducible 2	yafN	458499.0	458715.0	458601.0	107	18.05	0.159746	clpX-lon,lon-hupB	genic
5540	yafN inducible 1,yafN inducible 2	yafN	2919616.0	2919847.0	2919722.0	108	17.98	0.159188	barA,gudD-gudX-gudP	genic
5541	yafN inducible 1,yafN inducible 2	yafN	2311374.0	2311658.0	2311545.0	109	17.92	0.155237	ada-apbE-ompC,apbE	intergenic
5542	yafN inducible 1,yafN inducible 2	yafN	1879318.0	1879567.0	1879438.0	110	17.8	0.120234	yeaQ,yoaG-yeaR	genic
5543	yafN inducible 1,yafN inducible 2	yafN	226005.0	226200.0	226111.0	111	17.73	0.129178	aspU	intergenic
5544	yafN inducible 1,yafN inducible 2	yafN	4168889.0	4169080.0	4168994.0	112	17.65	0.127869	murB-birA	intergenic
5545	yafN inducible 1,yafN inducible 2	yafN	423172.0	423404.0	423290.0	113	17.48	0.16857	acpH,malZ	genic
5546	yafN inducible 1,yafN inducible 2	yafN	4210295.0	4210481.0	4210396.0	114	17.31	0.128694	yjaA	intergenic
5547	yafN inducible 1,yafN inducible 2	yafN	3713262.0	3713501.0	3713386.0	115	17.27	0.165927	bisC,tag-yiaC	genic
5548	yafN inducible 1,yafN inducible 2	yafN	4201845.0	4202036.0	4201942.0	116	17.23	0.125033	purD-purH,zraS-zraR	genic
5549	yafN inducible 1,yafN inducible 2	yafN	1348831.0	1349027.0	1348936.0	117	17.18	0.132015	gmr,rnb	intergenic
5550	yafN inducible 1,yafN inducible 2	yafN	4142826.0	4143045.0	4142931.0	118	17.11	0.138123	frwC-frwB,pflD-pflC	genic
5551	yafN inducible 1,yafN inducible 2	yafN	1287761.0	1287946.0	1287851.0	119	17.01	0.120185	purU,tpr-tyrV-tyrT	genic
5552	yafN inducible 1,yafN inducible 2	yafN	4200102.0	4200317.0	4200205.0	120	16.99	0.157831	hupA,yjaH	intergenic
5553	yafN inducible 1,yafN inducible 2	yafN	3154915.0	3155302.0	3155194.0	121	16.89	0.146777	yghB,yqhC	genic
5554	yafN inducible 1,yafN inducible 2	yafN	1042507.0	1042700.0	1042603.0	122	16.76	0.121179	appA,etk-etp-gfcE	genic
5555	yafN inducible 1,yafN inducible 2,yafN native 1	yafN	4337721.0	4338409.0	4338079.0	123	16.67	0.09289	adiA,adiY	intergenic
5556	yafN inducible 1,yafN inducible 2	yafN	98601.0	98808.0	98703.0	124	16.61	0.141202	ftsL-ftsI-murE-murF-mraY-murD-ftsW-murG-murC-ddlB-ftsQ-ftsA-ftsZ-lpxC,ftsQ	genic
5557	yafN inducible 1,yafN inducible 2	yafN	1535454.0	1535667.0	1535558.0	125	16.39	0.129881	nhoA,yddE	genic
5558	yafN inducible 1,yafN inducible 2	yafN	1510746.0	1510933.0	1510843.0	126	16.32	0.15737	ydcR,ydcS-ydcT-ydcU-ydcV-patD	genic
5559	yafN inducible 1,yafN inducible 2	yafN	1923641.0	1923965.0	1923874.0	127	16.24	0.130997	pphA-sdsR,yebY-yebZ-yobA	genic
5560	yafN inducible 1,yafN inducible 2	yafN	2792301.0	2792519.0	2792397.0	128	16.24	0.139117	csiR,gabD-gabT-gabP	genic
5561	yafN inducible 1,yafN inducible 2	yafN	482523.0	482755.0	482637.0	129	16.11	0.144644	acrB,hha-tomB	genic
5562	yafN inducible 1,yafN inducible 2	yafN	2031746.0	2031929.0	2031840.0	130	16.05	0.100356	vsr-dcm,yedA	genic
5563	yafN inducible 1,yafN inducible 2	yafN	3542502.0	3542695.0	3542591.0	131	16.03	0.117858	feoA-feoB-feoC,yhgA	genic
5564	yafN inducible 1,yafN inducible 2	yafN	2395719.0	2395914.0	2395811.0	132	15.88	0.135942	nuoG,nuoN-nuoM	genic
5565	yafN inducible 1,yafN inducible 2	yafN	900877.0	901142.0	901024.0	133	15.86	0.129421	artJ,artM-artQ-artI-artP	genic
5566	yafN inducible 1,yafN inducible 2	yafN	1658941.0	1659137.0	1659044.0	134	15.86	0.119749	dmsD,ynfE-ynfF-ynfG-ynfH-dmsD	genic
5567	yafN inducible 1,yafN inducible 2	yafN	892854.0	893047.0	892964.0	135	15.73	0.106077	potF-potG-potH-potI,ybjN	genic
5568	yafN inducible 1,yafN inducible 2	yafN	1793458.0	1793638.0	1793549.0	136	15.71	0.107944	btuD,ydiV-nlpC	genic
5569	yafN inducible 1,yafN inducible 2	yafN	1859325.0	1859508.0	1859420.0	137	15.7	0.104283	ydjF,ydjG-ydjH-ydjI-ydjJ-ydjK-ydjL	genic
5570	yafN inducible 1,yafN inducible 2	yafN	1359933.0	1360147.0	1360047.0	138	15.58	0.131457	puuA,puuP-ymjE	genic
5571	yafN inducible 1,yafN inducible 2	yafN	2925698.0	2925872.0	2925776.0	139	15.51	0.104865	queF,ygdH-sdaC	genic
5572	yafN inducible 1,yafN inducible 2	yafN	2499092.0	2499299.0	2499204.0	140	15.42	0.13919	ypdA-ypdB-ypdC,ypdB-ypdC	genic
5573	yafN inducible 1,yafN inducible 2	yafN	4180426.0	4180675.0	4180535.0	141	15.4	0.068989	rplL	intergenic
5574	yafN inducible 1,yafN inducible 2	yafN	1585161.0	1585417.0	1585278.0	142	15.35	0.142705	ydeO-safA,ydeP	genic
5575	yafN inducible 1,yafN inducible 2	yafN	3943960.0	3944144.0	3944045.0	143	15.3	0.103071	gltU	intergenic
5576	yafN inducible 1,yafN inducible 2	yafN	670107.0	670294.0	670193.0	144	15.29	0.104914	mrdA-rlmH-rsfS,rlmH-rsfS-cobC-nadD	genic
5577	yafN inducible 1,yafN inducible 2	yafN	3239013.0	3239308.0	3239168.0	145	15.27	0.139481	alx,sstT	genic
5578	yafN inducible 1,yafN inducible 2	yafN	3222945.0	3223166.0	3223046.0	146	15.12	0.140281	ebgA-ebgC,ygjI	genic
5579	yafN inducible 1,yafN inducible 2	yafN	1492249.0	1492459.0	1492343.0	147	15.04	0.060286	mokB,trg	intergenic
5580	yafN inducible 1,yafN inducible 2	yafN	2513314.0	2513894.0	2513790.0	148	15.04	0.13839	insL-3,nupC-insL-3	genic
5581	yafN inducible 1,yafN inducible 2	yafN	3441974.0	3442151.0	3442060.0	149	14.89	0.111919	rplQ-rpoA-rpsD-rpsK-rpsM,zntR-yhdN	genic
5582	yafN inducible 1,yafN inducible 2	yafN	1606923.0	1607112.0	1607025.0	150	14.87	0.112598	lsrA-lsrC-lsrD-lsrB-lsrF-lsrG-tam,tam	genic
5583	yafN inducible 1,yafN inducible 2	yafN	3429868.0	3430046.0	3429966.0	151	14.74	0.11095	yrdB-aroE-tsaC-yrdD	genic
5584	yafN inducible 1,yafN inducible 2	yafN	4342655.0	4342908.0	4342803.0	152	14.67	0.12244	melA-melB,yjdF	genic
5585	yafN inducible 1,yafN inducible 2	yafN	2076966.0	2077195.0	2077065.0	153	14.53	0.1309	yeeR-yeeS-yeeT-cbeA-cbtA-yeeW,yoeF	intergenic
5586	yafN inducible 1,yafN inducible 2	yafN	923047.0	923313.0	923230.0	154	14.5	0.111652	clpA,serW	genic
5587	yafN inducible 1,yafN inducible 2	yafN	3473310.0	3473534.0	3473431.0	155	14.4	0.138899	tufA,tufA-fusA	genic
5588	yafN inducible 1,yafN inducible 2	yafN	1363044.0	1363254.0	1363145.0	156	14.36	0.138463	pspF,puuC-puuB-puuE	genic
5589	yafN inducible 1,yafN inducible 2	yafN	4061434.0	4061624.0	4061523.0	157	14.28	0.106513	yihL-yihM,yihN	genic
5590	yafN inducible 1,yafN inducible 2	yafN	2253869.0	2254074.0	2253971.0	158	14.24	0.133469	nupX,yeiI	genic
5591	yafN inducible 1,yafN inducible 2	yafN	3909617.0	3909905.0	3909732.0	159	14.22	0.137105	phoU-pstB,phoU-pstB-pstA-pstC	genic
5592	yafN inducible 1,yafN inducible 2	yafN	3449715.0	3449970.0	3449849.0	160	14.21	0.092115	rplF-rpsH-rpsN-rplE-rplX-rplN-rpsQ-rpmC-rplP,rpsN-rplE-rplX-rplN-rpsQ-rpmC-rplP-rpsC	genic
5593	yafN inducible 1,yafN inducible 2	yafN	4379426.0	4379620.0	4379533.0	161	14.17	0.122512	ampC,frdD-frdC-frdB-frdA	genic
5594	yafN inducible 1,yafN inducible 2	yafN	4460660.0	4460868.0	4460764.0	162	14.14	0.134463	nrdG,nrdG-nrdD	genic
5595	yafN inducible 1,yafN inducible 2	yafN	710776.0	710986.0	710865.0	163	14.11	0.081473	fur-fldA-uof,fur-uof	intergenic
5596	yafN inducible 1,yafN inducible 2	yafN	2714767.0	2714990.0	2714888.0	164	13.92	0.120573	srmB,yfiE	genic
5597	yafN inducible 1,yafN inducible 2	yafN	1657379.0	1657979.0	1657898.0	165	13.86	0.129275	ynfD,ynfE-ynfF-ynfG-ynfH-dmsD	intergenic
5598	yafN inducible 1,yafN inducible 2	yafN	336688.0	336885.0	336768.0	166	13.82	0.099678	yahE,yahH	genic
5599	yafN inducible 1,yafN inducible 2	yafN	560663.0	560834.0	560746.0	167	13.82	0.115337	sfmC-sfmD,sfmH-sfmF	genic
5600	yafN inducible 1,yafN inducible 2	yafN	4542419.0	4542606.0	4542536.0	168	13.82	0.104089	fimA-fimI-fimC-fimD-fimF-fimG-fimH,fimE	genic
5601	yafN inducible 1,yafN inducible 2	yafN	1308520.0	1308919.0	1308677.0	169	13.7	0.114998	yciU-clsA,yciY	intergenic
5602	yafN inducible 1,yafN inducible 2	yafN	2490018.0	2490246.0	2490134.0	170	13.63	0.076625	yfdE,yfdV	genic
5603	yafN inducible 1,yafN inducible 2	yafN	3412244.0	3412471.0	3412405.0	171	13.61	0.115483	yhdJ,yhdU	genic
5604	yafN inducible 1,yafN inducible 2	yafN	4109474.0	4109714.0	4109584.0	172	13.58	0.118464	cdh,sbp	genic
5605	yafN inducible 1,yafN inducible 2	yafN	1789490.0	1789700.0	1789598.0	173	13.51	0.080552	aroH,ydiE	intergenic
5606	yafN inducible 1,yafN inducible 2	yafN	1319547.0	1319730.0	1319646.0	174	13.27	0.127942	trpA-trpB-trpC,yciE-yciF-yciG	genic
5607	yafN inducible 1,yafN inducible 2	yafN	2043595.0	2043769.0	2043690.0	175	13.21	0.09609	asnT,mtfA	genic
5608	yafN inducible 1,yafN inducible 2	yafN	4480104.0	4480335.0	4480188.0	176	12.97	0.097763	valS,yjgN	genic
5609	yafN inducible 1,yafN inducible 2	yafN	4589175.0	4589389.0	4589295.0	177	12.88	0.103096	yjiA-yjiX,yjiA-yjiX-yjiY	genic
5610	yafN inducible 1,yafN inducible 2	yafN	3554318.0	3554504.0	3554407.0	178	12.82	0.123627	malT,rtcB-rtcA	genic
5611	yafN inducible 1,yafN inducible 2	yafN	3183307.0	3183507.0	3183404.0	179	12.81	0.10632	yqiD,zupT	genic
5612	yafN inducible 1,yafN inducible 2	yafN	3331058.0	3331233.0	3331140.0	180	12.8	0.110319	dacB,obgE	genic
5613	yafN inducible 1,yafN inducible 2	yafN	3599601.0	3599835.0	3599687.0	181	12.73	0.088284	livJ,panM	intergenic
5614	yafN inducible 1,yafN native 1	yafN	702310.0	702646.0	702540.0	182	12.53	0.120864	nagC,nagC-nagA	genic
5615	yafN inducible 1,yafN inducible 2	yafN	2582802.0	2582995.0	2582902.0	183	12.45	0.080237	nudK,ypfG	intergenic
5616	yafN inducible 1,yafN inducible 2	yafN	1333114.0	1333316.0	1333210.0	184	12.42	0.10392	cysB,topA	genic
5617	yafN inducible 1,yafN inducible 2	yafN	2421162.0	2421363.0	2421275.0	185	12.41	0.088188	folX-yfcH,yfcG	intergenic
5618	yafN inducible 1,yafN inducible 2	yafN	3303301.0	3303484.0	3303400.0	186	12.37	0.07454	yhbS-yhbT,yhbW	intergenic
5619	yafN inducible 1,yafN inducible 2	yafN	3672908.0	3673072.0	3672996.0	187	12.22	0.101035	yhjC-yhjD,yhjD	genic
5620	yafN inducible 1,yafN inducible 2	yafN	3743432.0	3743614.0	3743527.0	188	12.18	0.107047	yiaK-yiaL-yiaM-yiaN-yiaO-lyxK-sgbH-sgbU-sgbE,yiaT	genic
5621	yafN inducible 1,yafN inducible 2	yafN	4562012.0	4562178.0	4562097.0	189	12.18	0.096914	kptA,yjiJ	genic
5622	yafN inducible 1,yafN inducible 2	yafN	198787.0	198971.0	198867.0	190	12.1	0.097714	bamA,skp-lpxD	genic
5623	yafN inducible 1,yafN inducible 2	yafN	1641304.0	1641591.0	1641421.0	191	12.1	0.06402	cspB,ynfU	genic
5624	yafN inducible 1,yafN inducible 2	yafN	2741064.0	2741357.0	2741193.0	192	12.06	0.095532	pheL-pheA,tyrA-aroF	intergenic
5625	yafN inducible 1,yafN inducible 2	yafN	1641756.0	1641943.0	1641858.0	193	11.97	0.074831	cspF	genic
